date,PRECTOTCORR,Pressure_kPa,Humidity_percent,Temperature_C,Wind_m_s
2022-02-08,2.3,96.04,77.99,26.19,0.7
2022-02-09,2.68,96.0,84.36,25.39,1.74
2022-02-10,1.57,95.97,83.82,25.24,1.23
2022-02-11,1.12,95.9,80.36,25.22,0.84
2022-02-12,2.88,95.94,78.06,25.69,1.09
2022-02-13,6.92,96.01,82.81,25.45,0.76
2022-02-14,4.49,96.07,89.68,24.11,1.2
2022-02-15,2.52,96.11,86.93,24.29,1.09
2022-02-16,3.1,96.03,75.48,25.9,0.73
2022-02-17,1.46,95.89,75.09,25.99,0.73
2022-02-18,4.68,95.86,79.32,26.07,1.17
2022-02-19,4.57,96.07,85.24,24.78,1.7
2022-02-20,0.26,96.08,80.47,25.14,1.2
2022-02-21,6.79,96.08,83.98,25.33,0.93
2022-02-22,11.58,96.1,90.83,24.41,1.13
2022-02-23,0.95,96.1,80.04,25.81,1.37
2022-02-24,3.33,96.14,85.62,24.85,1.2
2022-02-25,23.19,96.07,76.86,25.92,0.63
2022-02-26,23.94,96.02,72.95,26.55,0.71
2022-02-27,35.2,96.05,85.51,25.22,1.32
2022-02-28,33.19,95.98,77.4,26.1,0.77
2022-03-01,242.64,96.08,92.32,24.27,1.33
2022-03-02,2.36,95.97,85.09,25.29,1.45
2022-03-03,2.17,95.99,82.15,25.85,0.91
2022-03-04,9.11,95.94,88.05,24.85,1.26
2022-03-05,2.01,95.9,87.4,25.25,1.44
2022-03-06,2.5,95.84,89.13,25.19,1.52
2022-03-07,2.08,95.85,85.27,25.49,1.2
2022-03-08,1.12,95.79,73.95,26.24,0.88
2022-03-09,4.64,95.76,83.49,25.67,0.84
2022-03-10,8.92,95.82,85.35,25.86,0.91
2022-03-11,2.69,95.85,89.94,25.03,1.59
2022-03-12,9.71,95.96,91.8,24.14,1.46
2022-03-13,16.67,95.98,85.8,24.44,1.46
2022-03-14,2.39,95.93,82.57,25.18,0.8
2022-03-15,15.66,95.98,89.28,25.02,1.67
2022-03-16,7.72,96.04,88.04,24.31,1.85
2022-03-17,7.73,96.03,83.94,24.98,1.1
2022-03-18,0.2,95.96,78.93,26.06,0.88
2022-03-19,1.28,95.99,76.41,26.5,0.53
2022-03-20,9.18,95.97,84.36,25.74,1.11
2022-03-21,11.71,95.99,89.68,24.86,1.39
2022-03-22,2.05,96.05,87.98,24.6,1.09
2022-03-23,0.27,96.01,72.92,26.26,1.01
2022-03-24,0.24,96.02,74.2,25.65,0.85
2022-03-25,13.14,95.93,76.8,26.33,0.96
2022-03-26,15.58,95.91,84.53,25.77,0.78
2022-03-27,4.24,96.03,78.3,26.83,0.76
2022-03-28,6.15,96.02,78.6,26.74,0.64
2022-03-29,6.59,95.95,88.88,24.7,1.69
2022-03-30,2.6,95.85,85.8,24.45,1.36
2022-03-31,0.46,95.85,77.91,25.52,1.16
2022-04-01,3.38,96.01,81.68,24.9,0.85
2022-04-02,7.32,96.03,88.07,24.62,1.5
2022-04-03,10.59,95.99,86.42,24.75,1.11
2022-04-04,8.93,96.06,87.71,24.65,0.87
2022-04-05,4.15,96.12,84.79,25.02,0.91
2022-04-06,1.74,95.98,78.5,26.19,0.61
2022-04-07,1.12,96.03,80.34,26.0,0.59
2022-04-08,3.75,95.99,76.8,26.42,0.61
2022-04-09,14.68,95.89,81.71,26.14,0.91
2022-04-10,4.62,95.93,80.81,25.65,0.69
2022-04-11,2.05,96.0,80.87,25.45,1.09
2022-04-12,2.33,95.89,80.78,25.59,1.13
2022-04-13,32.38,95.86,89.18,24.8,0.96
2022-04-14,14.25,95.92,86.91,24.81,0.82
2022-04-15,12.98,96.03,88.87,24.48,0.91
2022-04-16,5.9,96.03,85.99,24.91,0.69
2022-04-17,4.95,95.97,81.67,25.48,0.63
2022-04-18,9.1,95.95,81.84,25.83,0.59
2022-04-19,15.05,96.05,89.77,25.01,0.93
2022-04-20,19.88,96.05,89.52,24.99,1.49
2022-04-21,9.47,96.01,87.07,24.77,0.73
2022-04-22,10.2,95.96,88.37,24.35,0.94
2022-04-23,5.71,95.97,89.35,24.56,1.55
2022-04-24,2.38,95.93,88.04,24.7,1.26
2022-04-25,4.0,95.89,85.92,25.06,1.01
2022-04-26,4.34,95.94,81.28,25.51,0.5
2022-04-27,6.51,95.98,81.87,24.85,0.64
2022-04-28,2.1,96.0,83.07,25.07,0.95
2022-04-29,2.8,96.12,85.45,25.04,1.34
2022-04-30,4.75,96.21,79.87,24.78,0.69
2022-05-01,1.33,96.26,86.37,24.3,1.11
2022-05-02,0.4,96.16,81.42,24.75,1.18
2022-05-03,2.06,96.1,84.01,25.17,1.19
2022-05-04,1.81,96.13,86.66,25.21,1.29
2022-05-05,16.69,96.19,84.28,25.73,0.74
2022-05-06,7.53,96.11,84.25,25.8,1.03
2022-05-07,39.89,96.07,82.9,25.69,0.7
2022-05-08,3.74,96.02,83.19,25.9,0.88
2022-05-09,3.7,96.07,84.77,25.83,1.31
2022-05-10,4.41,96.07,82.78,25.9,0.67
2022-05-11,2.66,96.14,81.98,25.79,0.72
2022-05-12,1.04,96.16,80.49,26.01,0.48
2022-05-13,1.78,96.14,85.17,25.6,0.71
2022-05-14,2.3,96.12,82.04,26.08,0.69
2022-05-15,2.12,96.19,83.38,25.74,1.07
2022-05-16,0.16,96.24,82.2,25.64,1.13
2022-05-17,3.17,96.16,83.56,25.36,0.9
2022-05-18,4.32,96.1,88.41,24.56,0.88
2022-05-19,10.27,96.11,88.65,24.56,0.99
2022-05-20,2.53,96.18,88.91,24.81,1.26
2022-05-21,1.86,96.21,87.84,24.92,1.18
2022-05-22,3.0,96.24,88.53,24.6,1.36
2022-05-23,0.56,96.24,91.07,22.79,1.79
2022-05-24,0.91,96.31,86.66,23.7,1.3
2022-05-25,0.79,96.43,85.27,23.95,1.19
2022-05-26,1.29,96.47,83.08,24.1,0.7
2022-05-27,0.41,96.39,86.68,23.78,1.39
2022-05-28,0.33,96.29,82.29,24.39,0.79
2022-05-29,0.45,96.21,79.62,24.93,0.71
2022-05-30,0.82,96.17,81.12,25.31,0.95
2022-05-31,0.17,96.12,82.12,24.68,1.16
2022-06-01,0.01,96.06,81.84,23.58,1.42
2022-06-02,0.0,96.0,83.09,23.25,1.54
2022-06-03,0.01,96.04,82.53,23.55,1.64
2022-06-04,0.0,96.08,82.0,23.79,1.44
2022-06-05,0.01,96.15,83.24,24.12,1.22
2022-06-06,0.01,96.21,81.21,23.62,1.25
2022-06-07,0.0,96.21,76.71,23.49,1.22
2022-06-08,0.0,96.24,77.82,23.3,1.05
2022-06-09,0.0,96.18,79.84,22.49,1.42
2022-06-10,0.02,96.18,77.44,22.72,1.39
2022-06-11,0.02,96.24,74.42,23.07,1.24
2022-06-12,0.01,96.24,70.49,22.66,1.04
2022-06-13,0.01,96.2,80.87,23.0,1.44
2022-06-14,0.04,96.15,79.34,23.29,1.25
2022-06-15,0.02,96.13,81.69,23.4,1.35
2022-06-16,0.43,96.06,84.6,23.17,1.98
2022-06-17,0.58,96.17,86.1,22.09,1.69
2022-06-18,0.28,96.32,86.58,21.47,1.91
2022-06-19,0.29,96.32,81.77,22.21,1.17
2022-06-20,0.01,96.38,82.67,22.35,1.54
2022-06-21,0.0,96.23,82.85,22.54,1.43
2022-06-22,0.0,96.17,83.62,22.63,1.66
2022-06-23,0.03,96.23,87.94,22.22,1.42
2022-06-24,0.0,96.14,84.57,23.69,1.4
2022-06-25,0.0,96.17,81.53,24.0,1.32
2022-06-26,0.01,96.2,79.45,24.66,1.01
2022-06-27,0.0,96.26,76.77,24.29,1.19
2022-06-28,0.0,96.34,80.73,23.12,1.43
2022-06-29,0.0,96.26,74.4,23.5,1.12
2022-06-30,0.02,96.25,73.85,23.47,1.02
2022-07-01,0.01,96.29,79.27,23.52,1.18
2022-07-02,0.06,96.37,79.77,23.93,0.99
2022-07-03,0.03,96.4,80.42,23.61,1.5
2022-07-04,0.22,96.37,80.63,22.92,1.58
2022-07-05,0.01,96.34,81.16,22.63,1.39
2022-07-06,0.0,96.31,74.22,23.77,0.99
2022-07-07,0.05,96.38,81.42,22.79,1.64
2022-07-08,0.02,96.4,81.5,23.29,1.77
2022-07-09,0.01,96.33,81.61,22.98,1.7
2022-07-10,0.01,96.21,79.09,22.99,1.48
2022-07-11,0.02,96.23,78.84,23.23,1.28
2022-07-12,0.0,96.26,77.01,24.23,0.93
2022-07-13,0.0,96.27,79.9,23.56,1.7
2022-07-14,0.01,96.22,78.49,22.94,1.94
2022-07-15,0.04,96.18,78.56,22.79,1.67
2022-07-16,0.03,96.21,78.91,23.09,1.76
2022-07-17,0.1,96.28,80.61,22.85,1.85
2022-07-18,0.29,96.28,81.72,23.09,1.64
2022-07-19,0.17,96.27,80.16,23.29,1.55
2022-07-20,0.44,96.18,81.13,23.27,1.69
2022-07-21,0.67,96.19,77.09,23.95,1.43
2022-07-22,0.85,96.18,79.89,23.64,1.68
2022-07-23,0.65,96.2,78.53,23.83,1.5
2022-07-24,0.4,96.15,76.96,24.63,1.23
2022-07-25,0.61,96.17,80.86,24.02,2.15
2022-07-26,0.36,96.14,80.67,23.39,2.71
2022-07-27,0.64,96.1,81.01,22.62,2.16
2022-07-28,0.59,96.24,81.14,22.28,2.15
2022-07-29,0.21,96.29,79.1,22.5,1.94
2022-07-30,0.01,96.34,79.35,22.79,2.2
2022-07-31,0.0,96.38,79.2,22.5,2.44
2022-08-01,0.0,96.33,79.54,22.46,1.85
2022-08-02,0.0,96.25,77.2,23.1,1.79
2022-08-03,0.0,96.23,78.05,23.32,1.94
2022-08-04,0.0,96.17,77.88,23.65,2.14
2022-08-05,0.0,96.19,78.7,23.3,2.26
2022-08-06,0.0,96.21,78.01,23.23,2.42
2022-08-07,0.0,96.16,76.36,22.93,2.06
2022-08-08,0.0,96.14,75.64,23.47,1.92
2022-08-09,0.0,96.19,75.47,23.83,1.86
2022-08-10,0.0,96.18,78.48,23.32,2.37
2022-08-11,0.0,96.15,79.0,22.5,2.68
2022-08-12,0.0,96.15,79.93,21.75,2.31
2022-08-13,0.0,96.26,79.83,21.37,2.74
2022-08-14,0.0,96.21,77.03,21.76,2.65
2022-08-15,0.0,96.15,76.19,22.61,2.46
2022-08-16,0.0,96.2,74.9,23.46,1.51
2022-08-17,0.0,96.19,73.74,24.13,1.75
2022-08-18,0.0,96.22,76.75,23.53,2.52
2022-08-19,0.01,96.22,78.3,23.16,2.32
2022-08-20,0.02,96.26,75.4,23.93,1.5
2022-08-21,0.12,96.22,77.98,24.16,1.02
2022-08-22,0.31,96.19,77.32,24.53,1.89
2022-08-23,0.05,96.18,76.05,24.5,1.97
2022-08-24,0.05,96.23,74.33,24.95,1.39
2022-08-25,0.11,96.26,77.54,24.12,2.39
2022-08-26,0.16,96.18,76.68,24.24,1.94
2022-08-27,0.04,96.05,75.46,24.22,2.59
2022-08-28,0.04,96.12,79.24,23.22,1.83
2022-08-29,0.58,96.22,74.93,24.45,1.8
2022-08-30,0.44,96.16,72.39,25.52,1.59
2022-08-31,0.74,96.16,70.93,25.47,1.98
2022-09-01,0.68,96.13,74.58,24.83,1.99
2022-09-02,1.71,96.31,81.18,24.0,1.48
2022-09-03,0.27,96.37,78.11,24.65,1.54
2022-09-04,0.06,96.44,71.57,25.02,1.88
2022-09-05,0.02,96.39,69.81,25.59,1.81
2022-09-06,0.08,96.24,70.79,25.96,1.26
2022-09-07,0.17,96.13,72.69,26.37,1.64
2022-09-08,0.11,96.15,77.36,25.13,1.94
2022-09-09,0.13,96.16,75.43,25.69,1.9
2022-09-10,0.13,96.24,75.87,25.43,2.22
2022-09-11,0.09,96.29,74.39,25.18,2.92
2022-09-12,0.03,96.17,70.79,25.47,1.63
2022-09-13,0.13,96.1,70.25,25.81,1.98
2022-09-14,0.18,96.13,70.94,26.07,1.58
2022-09-15,2.14,96.25,76.72,25.04,0.96
2022-09-16,0.32,96.18,74.31,25.5,1.74
2022-09-17,0.62,96.07,72.55,25.79,1.73
2022-09-18,0.36,96.12,73.29,25.7,1.66
2022-09-19,0.3,96.15,72.11,25.8,1.57
2022-09-20,1.08,96.07,71.65,26.27,1.31
2022-09-21,4.58,96.1,76.69,25.83,1.65
2022-09-22,1.52,96.14,78.41,25.38,1.37
2022-09-23,1.51,96.1,75.03,25.8,1.26
2022-09-24,1.07,96.11,76.6,25.26,1.27
2022-09-25,4.79,96.03,80.27,24.9,1.26
2022-09-26,1.14,96.06,76.12,25.48,1.15
2022-09-27,2.16,96.17,74.87,25.86,1.64
2022-09-28,2.16,96.21,81.86,24.39,2.0
2022-09-29,2.23,96.16,77.5,24.84,1.43
2022-09-30,1.69,96.11,74.18,25.51,1.6
2022-10-01,2.74,96.19,76.2,26.02,1.13
2022-10-02,2.88,96.26,84.15,24.35,1.55
2022-10-03,1.31,96.15,76.85,25.51,1.37
2022-10-04,0.34,96.04,72.45,26.24,1.05
2022-10-05,0.31,96.07,70.66,26.43,1.04
2022-10-06,0.67,96.1,74.61,25.61,1.26
2022-10-07,0.5,96.08,73.76,25.85,1.12
2022-10-08,3.92,96.1,74.78,25.74,1.29
2022-10-09,8.58,96.15,78.76,25.38,1.39
2022-10-10,4.75,96.25,77.47,25.43,1.3
2022-10-11,3.24,96.16,75.52,25.75,0.92
2022-10-12,5.33,96.07,77.07,25.76,1.05
2022-10-13,0.22,96.07,72.64,26.57,1.01
2022-10-14,0.43,96.0,70.93,26.89,0.94
2022-10-15,1.51,96.01,77.0,26.06,1.81
2022-10-16,4.31,96.11,76.27,25.78,1.55
2022-10-17,1.05,96.2,72.55,26.22,1.01
2022-10-18,2.77,96.17,72.81,26.65,1.09
2022-10-19,2.05,96.08,74.36,26.18,1.06
2022-10-20,6.52,96.06,84.1,24.59,1.23
2022-10-21,4.9,96.1,81.92,24.74,1.05
2022-10-22,3.17,96.14,77.45,25.87,1.24
2022-10-23,2.47,96.16,76.0,26.6,0.92
2022-10-24,8.13,96.16,77.9,25.98,1.0
2022-10-25,5.92,96.07,76.84,26.01,0.67
2022-10-26,5.29,96.03,79.84,26.14,1.21
2022-10-27,7.51,96.1,85.37,25.0,1.0
2022-10-28,3.76,96.12,83.88,24.93,1.27
2022-10-29,0.91,96.07,80.21,25.32,0.9
2022-10-30,3.97,96.0,81.69,25.51,1.33
2022-10-31,15.85,96.01,92.34,23.72,1.13
2022-11-01,0.77,96.08,74.67,26.61,0.44
2022-11-02,5.96,96.05,79.06,26.02,0.81
2022-11-03,17.12,96.1,87.54,24.36,1.6
2022-11-04,4.39,96.11,89.06,23.69,1.55
2022-11-05,14.92,96.16,88.57,23.92,1.55
2022-11-06,8.82,96.24,85.55,24.15,0.83
2022-11-07,1.28,96.2,82.76,25.0,0.87
2022-11-08,4.41,96.14,80.41,25.55,0.72
2022-11-09,27.15,96.11,87.71,24.11,1.46
2022-11-10,20.02,96.09,87.25,23.88,1.26
2022-11-11,19.75,96.16,84.44,24.2,1.51
2022-11-12,3.56,96.22,82.94,24.68,0.82
2022-11-13,3.57,96.17,79.57,25.31,0.97
2022-11-14,1.63,96.17,84.91,24.92,0.93
2022-11-15,4.6,96.13,82.87,24.91,1.28
2022-11-16,9.75,96.05,84.28,24.32,1.35
2022-11-17,14.12,96.14,87.75,23.84,1.59
2022-11-18,4.03,96.13,85.72,24.18,0.87
2022-11-19,0.26,96.06,80.18,25.52,0.77
2022-11-20,5.79,96.05,81.86,25.63,1.25
2022-11-21,34.65,96.15,92.73,23.23,1.2
2022-11-22,10.26,96.07,86.56,23.96,1.07
2022-11-23,2.76,96.02,82.3,24.83,0.98
2022-11-24,0.87,95.93,79.91,25.61,1.38
2022-11-25,8.83,95.95,86.27,25.0,1.04
2022-11-26,50.78,96.04,93.62,23.48,1.46
2022-11-27,4.86,95.92,85.94,24.4,0.64
2022-11-28,10.44,95.84,92.52,23.13,0.99
2022-11-29,22.11,95.85,86.33,23.94,0.86
2022-11-30,8.86,95.92,84.47,24.38,0.69
2022-12-01,0.88,95.94,81.21,25.18,0.83
2022-12-02,1.47,95.9,83.0,24.76,0.68
2022-12-03,3.45,95.83,83.76,24.85,0.86
2022-12-04,8.42,95.99,89.69,23.88,1.36
2022-12-05,1.05,96.07,81.6,25.2,0.82
2022-12-06,12.98,96.04,81.62,25.66,0.56
2022-12-07,4.13,96.06,88.77,24.38,1.19
2022-12-08,4.94,96.14,83.77,24.59,0.95
2022-12-09,3.17,96.18,84.49,24.31,0.87
2022-12-10,0.47,96.11,77.09,25.15,0.89
2022-12-11,3.04,96.08,82.48,24.93,1.25
2022-12-12,3.87,96.07,84.66,24.62,0.89
2022-12-13,8.29,96.18,85.6,23.33,1.4
2022-12-14,12.65,96.19,82.25,23.84,0.61
2022-12-15,1.83,96.07,79.83,24.55,0.68
2022-12-16,19.97,96.01,83.81,24.52,0.65
2022-12-17,9.49,95.95,84.84,24.53,1.01
2022-12-18,5.52,96.02,84.76,24.79,1.06
2022-12-19,6.11,96.01,88.47,24.17,1.31
2022-12-20,3.7,95.99,87.16,24.31,1.51
2022-12-21,0.37,96.05,82.65,24.36,0.86
2022-12-22,6.5,96.1,85.85,24.15,1.17
2022-12-23,1.82,96.18,87.43,23.1,1.05
2022-12-24,1.67,96.16,81.31,24.75,0.95
2022-12-25,5.69,96.19,84.02,24.99,0.79
2022-12-26,16.48,96.28,89.04,23.89,1.17
2022-12-27,0.28,96.23,81.87,24.54,0.78
2022-12-28,4.31,96.17,80.91,25.65,1.18
2022-12-29,9.8,96.12,86.77,24.67,0.89
2022-12-30,15.91,96.2,78.91,25.5,0.5
2022-12-31,3.11,96.15,78.33,25.98,0.82
2023-01-01,19.45,96.06,84.21,25.17,1.19
2023-01-02,5.36,96.14,81.16,24.91,0.94
2023-01-03,4.33,96.15,79.66,25.24,0.86
2023-01-04,6.8,96.14,86.64,24.88,0.99
2023-01-05,11.53,96.17,91.47,23.51,0.97
2023-01-06,2.2,96.19,81.04,25.12,0.71
2023-01-07,16.08,96.22,80.01,25.19,0.5
2023-01-08,7.35,96.19,84.02,24.62,0.7
2023-01-09,2.86,96.26,79.15,25.01,0.86
2023-01-10,3.12,96.32,81.54,24.74,1.09
2023-01-11,4.94,96.26,84.84,24.45,0.98
2023-01-12,13.05,96.21,89.33,22.99,1.13
2023-01-13,3.05,96.17,78.99,24.38,0.76
2023-01-14,1.2,96.15,78.75,24.71,0.94
2023-01-15,2.8,96.07,79.95,24.89,0.92
2023-01-16,0.45,96.1,80.47,24.98,1.0
2023-01-17,0.18,96.08,81.68,24.74,0.71
2023-01-18,0.12,96.07,79.12,25.39,0.85
2023-01-19,0.11,96.1,80.28,25.7,1.24
2023-01-20,0.34,96.1,83.2,24.93,1.29
2023-01-21,3.71,96.09,86.76,24.18,0.86
2023-01-22,2.8,96.04,85.92,23.84,1.3
2023-01-23,5.2,96.05,80.48,24.9,0.89
2023-01-24,8.64,96.12,83.88,24.33,1.02
2023-01-25,3.86,96.0,77.23,25.34,0.8
2023-01-26,3.64,95.93,79.0,25.02,0.8
2023-01-27,12.73,95.97,78.79,25.46,0.91
2023-01-28,8.39,96.0,83.95,24.96,1.73
2023-01-29,9.65,96.02,86.72,24.2,1.03
2023-01-30,14.99,96.18,84.13,23.59,1.01
2023-01-31,1.98,96.12,77.87,25.23,0.95
2023-02-01,3.36,96.2,86.39,24.48,1.33
2023-02-02,1.47,96.16,80.02,25.69,1.01
2023-02-03,1.59,96.12,80.95,25.61,0.93
2023-02-04,5.12,96.13,81.71,25.38,1.02
2023-02-05,5.42,96.15,81.28,24.78,1.44
2023-02-06,2.53,96.11,79.35,25.02,0.94
2023-02-07,9.79,96.05,79.03,25.44,1.0
2023-02-08,6.98,96.03,74.99,26.48,0.84
2023-02-09,6.89,96.07,77.17,26.08,1.01
2023-02-10,0.07,96.05,73.57,26.45,1.0
2023-02-11,2.08,96.04,75.63,26.45,0.77
2023-02-12,2.76,96.0,76.12,26.92,0.52
2023-02-13,0.75,95.98,74.97,27.23,0.51
2023-02-14,12.99,95.94,86.2,25.63,1.16
2023-02-15,8.11,95.93,88.66,24.61,1.6
2023-02-16,0.56,95.91,81.73,25.0,0.91
2023-02-17,1.64,95.89,74.42,26.57,0.74
2023-02-18,1.03,95.9,77.03,26.57,1.31
2023-02-19,1.73,95.89,78.65,26.74,0.83
2023-02-20,1.51,95.95,80.75,26.48,0.85
2023-02-21,3.04,95.95,75.87,27.22,1.03
2023-02-22,6.78,96.01,80.56,26.81,0.82
2023-02-23,3.18,95.98,80.98,26.15,0.58
2023-02-24,21.06,96.03,81.88,25.85,0.7
2023-02-25,6.21,96.0,86.18,25.68,1.21
2023-02-26,1.89,96.13,84.67,25.81,1.04
2023-02-27,8.08,96.25,88.71,24.94,1.37
2023-02-28,28.28,96.31,84.71,24.83,0.85
2023-03-01,2.61,96.28,81.76,25.05,1.2
2023-03-02,1.39,96.2,80.6,25.44,0.89
2023-03-03,0.95,96.09,72.48,26.63,0.8
2023-03-04,2.05,96.04,74.97,26.36,1.03
2023-03-05,2.28,96.0,78.89,26.58,0.75
2023-03-06,0.3,95.88,83.62,26.11,0.99
2023-03-07,5.9,95.88,87.69,25.32,1.52
2023-03-08,14.42,96.0,89.87,24.51,1.4
2023-03-09,7.16,95.96,84.33,25.48,1.08
2023-03-10,33.93,95.97,83.69,25.57,0.77
2023-03-11,22.85,96.02,88.33,24.65,1.6
2023-03-12,5.9,96.08,86.94,24.1,1.13
2023-03-13,1.77,96.07,86.25,24.42,1.61
2023-03-14,3.18,96.03,85.78,24.58,1.42
2023-03-15,1.08,95.94,81.95,25.12,1.47
2023-03-16,2.69,95.96,82.08,25.38,1.04
2023-03-17,12.92,96.08,85.93,24.29,1.6
2023-03-18,2.21,96.18,85.24,23.72,0.96
2023-03-19,3.88,96.22,81.67,24.59,0.88
2023-03-20,5.07,96.18,83.38,24.69,1.06
2023-03-21,5.05,96.03,77.9,25.36,0.96
2023-03-22,8.16,96.04,85.99,24.44,0.98
2023-03-23,18.97,96.09,87.15,24.49,1.5
2023-03-24,2.7,96.15,86.89,24.39,1.74
2023-03-25,2.57,96.12,83.16,25.17,1.46
2023-03-26,7.92,96.1,88.39,24.56,1.52
2023-03-27,32.15,96.08,87.99,24.35,0.86
2023-03-28,16.55,96.07,85.83,25.02,0.78
2023-03-29,39.05,96.13,84.37,25.51,1.27
2023-03-30,4.41,96.2,86.88,24.5,1.44
2023-03-31,6.11,96.12,81.46,25.29,0.73
2023-04-01,2.44,96.15,86.67,24.67,1.48
2023-04-02,1.61,96.07,80.57,25.41,1.12
2023-04-03,7.52,95.9,83.9,25.41,1.1
2023-04-04,8.73,95.95,87.46,24.29,1.1
2023-04-05,6.59,95.96,81.36,25.15,0.62
2023-04-06,0.31,95.95,81.12,25.79,1.13
2023-04-07,0.44,95.88,83.59,25.66,1.04
2023-04-08,10.42,95.94,84.55,25.62,1.06
2023-04-09,29.85,95.99,87.18,25.31,1.23
2023-04-10,5.13,96.02,88.57,24.82,1.62
2023-04-11,3.26,95.97,83.53,25.61,1.42
2023-04-12,2.81,96.0,86.96,24.71,0.95
2023-04-13,1.93,95.97,80.35,25.63,0.57
2023-04-14,0.72,95.97,79.96,26.26,1.13
2023-04-15,15.51,96.0,86.24,25.69,0.83
2023-04-16,14.68,95.91,89.2,25.0,0.96
2023-04-17,9.26,95.89,79.07,25.78,0.53
2023-04-18,0.81,95.96,82.58,25.68,1.13
2023-04-19,2.52,95.87,83.97,25.91,1.37
2023-04-20,3.63,95.74,90.08,25.31,1.24
2023-04-21,4.93,95.74,88.49,24.61,0.94
2023-04-22,8.26,95.95,90.95,23.95,1.52
2023-04-23,3.82,96.0,85.45,24.98,1.11
2023-04-24,2.81,95.93,82.95,26.03,1.08
2023-04-25,9.06,96.06,87.72,24.92,1.06
2023-04-26,2.64,96.06,82.72,25.64,0.96
2023-04-27,4.92,95.96,85.3,25.88,0.81
2023-04-28,12.12,96.08,91.14,24.75,1.21
2023-04-29,50.53,96.23,90.31,24.06,1.17
2023-04-30,44.36,96.16,90.56,23.88,0.55
2023-05-01,3.22,96.1,86.2,24.51,0.96
2023-05-02,17.44,96.17,86.01,24.68,1.29
2023-05-03,2.61,96.27,91.2,24.05,1.01
2023-05-04,2.04,96.3,84.66,25.22,1.01
2023-05-05,6.3,96.22,82.4,25.27,0.38
2023-05-06,5.07,96.17,84.76,25.25,1.01
2023-05-07,0.65,96.09,83.91,25.88,0.77
2023-05-08,0.7,96.07,83.12,26.34,0.77
2023-05-09,1.75,96.05,83.57,26.02,0.93
2023-05-10,0.98,96.03,73.05,26.19,0.95
2023-05-11,0.14,96.07,72.8,25.33,1.04
2023-05-12,5.23,96.11,79.48,25.67,0.78
2023-05-13,2.5,96.2,84.66,25.71,0.91
2023-05-14,4.05,96.21,85.28,26.06,0.92
2023-05-15,34.54,96.19,89.2,25.32,1.25
2023-05-16,6.42,96.17,91.98,24.59,1.37
2023-05-17,9.89,96.17,90.36,24.87,1.24
2023-05-18,1.69,96.2,88.03,24.99,1.05
2023-05-19,5.39,96.14,87.16,25.56,0.96
2023-05-20,6.15,96.1,89.96,25.15,1.01
2023-05-21,5.75,96.12,90.9,24.73,1.11
2023-05-22,1.92,96.15,85.79,25.6,1.08
2023-05-23,0.08,96.12,83.8,25.79,0.86
2023-05-24,0.37,96.07,83.98,25.84,1.07
2023-05-25,1.95,96.02,87.15,25.58,1.18
2023-05-26,1.34,95.99,87.37,25.45,1.17
2023-05-27,3.81,96.04,88.56,25.44,1.67
2023-05-28,3.46,96.14,89.39,24.89,2.11
2023-05-29,1.07,96.16,86.54,24.59,1.24
2023-05-30,1.58,96.25,82.63,25.27,0.84
2023-05-31,0.09,96.26,81.28,25.59,0.82
2023-06-01,0.12,96.16,81.02,25.88,0.78
2023-06-02,0.52,96.19,87.42,25.04,1.56
2023-06-03,0.18,96.15,85.85,25.11,1.4
2023-06-04,0.04,96.22,87.94,24.58,1.75
2023-06-05,0.78,96.25,86.82,24.55,1.46
2023-06-06,0.68,96.24,84.48,24.85,1.44
2023-06-07,0.79,96.26,86.77,24.36,1.5
2023-06-08,0.77,96.34,86.21,24.29,1.63
2023-06-09,3.79,96.35,87.66,24.21,1.36
2023-06-10,2.96,96.29,80.74,25.48,0.75
2023-06-11,0.29,96.28,85.41,24.84,1.42
2023-06-12,0.56,96.29,88.81,23.94,1.51
2023-06-13,0.48,96.25,84.42,24.78,1.08
2023-06-14,0.27,96.34,86.58,23.83,1.58
2023-06-15,0.19,96.32,84.56,24.26,1.29
2023-06-16,0.21,96.24,83.86,24.17,1.22
2023-06-17,0.21,96.23,85.41,24.22,1.39
2023-06-18,0.02,96.22,83.94,23.98,1.78
2023-06-19,0.02,96.25,83.88,23.2,1.85
2023-06-20,0.01,96.23,86.38,22.58,1.5
2023-06-21,0.04,96.29,85.09,22.52,1.41
2023-06-22,0.06,96.32,84.51,22.99,1.42
2023-06-23,0.05,96.36,84.77,22.79,1.94
2023-06-24,0.01,96.33,84.24,22.7,1.53
2023-06-25,0.0,96.3,82.82,23.15,1.32
2023-06-26,0.0,96.28,85.06,22.91,1.58
2023-06-27,0.01,96.24,84.94,23.06,1.7
2023-06-28,0.0,96.31,83.49,22.97,1.6
2023-06-29,0.0,96.4,84.22,22.84,1.73
2023-06-30,0.04,96.37,83.18,23.58,1.52
2023-07-01,0.14,96.37,81.12,23.76,1.54
2023-07-02,0.0,96.35,82.12,23.81,1.38
2023-07-03,0.0,96.41,79.93,24.05,1.24
2023-07-04,0.0,96.36,79.98,22.82,1.52
2023-07-05,0.0,96.32,83.9,22.29,1.4
2023-07-06,0.03,96.31,83.47,23.02,1.59
2023-07-07,0.0,96.29,81.88,23.84,1.53
2023-07-08,0.01,96.35,80.06,23.31,1.74
